ID,Start time,Completion time,Email,Name,Last modified time,Select your year group:,Which AI platforms or tools have you used for schoolwork or homework? (Select all that apply),How often do you use AI tools for academic work?,For which subjects do you most commonly use AI tools? (Select all that apply),How do you typically use AI tools for your schoolwork? (Select all that apply),"When you use AI for homework, do you typically:",How do you feel about using AI tools for schoolwork?,How confident are you in your ability to use AI tools effectively and ethically?,Do you currently declare when you've used AI tools in your homework or assignments?,How aware do you think your teachers are of your AI usage?,"How do you feel about teachers using AI in their teaching, e.g. when preparing resources for lessons?",What support would be most helpful from school regarding AI use? (Select up to 3),Have you ever been unsure whether your use of AI was appropriate for a particular assignment or task?,How did you first learn about using AI tools for schoolwork?,Do you primarily use AI tools on:,Are your parents/guardians aware that you use AI tools for schoolwork?,"What has prevented you from using AI tools more, or what concerns do you have? (Select all that apply)","Is there anything else you'd like us to know about your experience with AI tools, or suggestions for how the school could better support students in this area?"
152,6/17/25 8:45:08,6/17/25 8:53:04,anonymous,,,Year 7,Language translation tools (e.g. Google Translate);Microsoft Copilot;ChatGPT;,Rarely,Computer Science;Modern Foreign Languages;Design Technology;, Getting help understanding difficult concepts;Helping with research and finding information;,"Use AI only to understand concepts, not create content",Somewhat negative - concerned about over-reliance,Somewhat confident,Usually,Not very aware - they might suspect but don't know details,Somewhat negative ,Training on how to use AI tools effectively;,"Yes, but only once or twice",News or articles,Personal devices at home,"Yes, they know but don't have strong opinions",Concerned about accuracy of AI responses;School policies are unclear;Prefer to do work without AI assistance;,"I usually use AI for things at home like fun things, planning or just when I am bored. When I use it for schoolwork I usually use google translate to help me understand words. "
153,6/17/25 8:43:32,6/17/25 8:53:24,anonymous,,,Year 7,Microsoft Copilot;Language translation tools (e.g. Google Translate);,Weekly,Modern Foreign Languages;,Helping with research and finding information;Translating text between languages;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,Sometimes,It varies significantly between teachers,Neutral - neither positive nor negative,Training on how to use AI tools effectively;Learning about AI limitations and potential biases;,"Yes, frequently",Family members,Both school and personal devices equally,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;Don't know how to use them effectively;,I only use AI for mandarin lessons which is outside of school.
154,6/17/25 8:47:51,6/17/25 8:53:31,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,I don't use it for any subjects;,I don't;,I don't,Very negative - prefer not to use them,Somewhat confident,Never,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;Subject-specific guidance on appropriate AI use;,"No, never",Teachers or school,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Prefer to do work without AI assistance;Privacy concerns about my data;,No
155,6/17/25 8:46:37,6/17/25 8:53:33,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,I don't use AI tools;,I don't use AI tools;,I don't use AI tools,Very negative - prefer not to use them,Somewhat confident,Never,Somewhat aware - they have a general idea,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Subject-specific guidance on appropriate AI use;Understanding how to cite/acknowledge AI use properly;,"No, never",Teachers or school,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Prefer to do work without AI assistance;Privacy concerns about my data;,No
156,6/17/25 8:46:03,6/17/25 8:53:58,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,N/A;,Never;,Never,Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",Never,Somewhat aware - they have a general idea,Unsure/haven't thought about it much,Nothing - I'm comfortable with my current AI use;,I haven't really thought about this,Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Concerned about accuracy of AI responses;School policies are unclear;Don't know how to use them effectively;Prefer to do work without AI assistance;,No.
157,6/17/25 8:47:33,6/17/25 8:54:35,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,None;,Never;,Never,Unsure/haven't thought about it much,Somewhat confident,I'm not sure if I'm supposed to,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,I do not use AI;,"No, never",I do not use AI,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;School policies are unclear;Prefer to do work without AI assistance;,No
158,6/17/25 8:45:50,6/17/25 8:54:41,anonymous,,,Year 7,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,I don't use it.;,I don't use it.,Unsure/haven't thought about it much,Not confident at all,Always,It varies significantly between teachers,Neutral - neither positive nor negative,Clear guidelines on when AI use is acceptable;Discussion sessions about AI ethics;,I haven't really thought about this,Teachers or school,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Don't know how to use them effectively;Prefer to do work without AI assistance;,I don't use AI so for many of the questions I couldn't put a 100% negative answer.
159,6/17/25 8:44:05,6/17/25 8:54:49,anonymous,,,Year 7,Microsoft Copilot;ChatGPT;,Rarely,"Modern Foreign Languages;Creative subjects (Art, Music, Drama);", Getting help understanding difficult concepts;Helping with research and finding information;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,Rarely,Not very aware - they might suspect but don't know details,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"Yes, but only once or twice",Family members,Both school and personal devices equally,"Yes, they know and are supportive",Worried it might be considered cheating;Concerned about accuracy of AI responses;Prefer to do work without AI assistance;,I don't use AI a lot for school. Normally I would use it to come up with a list of fun ideas. The only time I use AI is if I don't understand a question and would like it to explain what it means.
160,6/17/25 8:43:38,6/17/25 8:54:54,anonymous,,,Year 7,Microsoft Copilot;Grammarly (AI writing assistant);Photomath or similar math solvers;,Weekly,Mathematics; English/Literature;Modern Foreign Languages;, Getting help understanding difficult concepts;Solving math problems step-by-step;Translating text between languages;,Use AI as a starting point and significantly modify the output,Somewhat positive - useful but with limitations,Somewhat confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Neutral - neither positive nor negative,Learning about AI limitations and potential biases;Training on how to use AI tools effectively;Subject-specific guidance on appropriate AI use;,"Yes, but only once or twice",Everything,Personal devices at home,I'm not sure if they know,Worried it might be considered cheating;School policies are unclear;Prefer to do work without AI assistance;Concerned about accuracy of AI responses;,What use of AI is acceptable in which lessons 
161,6/17/25 8:44:01,6/17/25 8:55:07,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,Never;,Never;,I don't use AI,Very negative - prefer not to use them,"Unsure what ""effective and ethical"" means in this context",I'm not sure if I'm supposed to,It varies significantly between teachers,Very negative ,Clear guidelines on when AI use is acceptable;Understanding how to cite/acknowledge AI use properly;Learning about AI limitations and potential biases;,I haven't really thought about this,I don't use AI,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;Concerned about accuracy of AI responses;Don't know how to use them effectively;Prefer to do work without AI assistance;,No
162,6/17/25 8:44:05,6/17/25 8:55:08,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,I do not use AI for school purposes. ;,Translating text between languages;,"Use AI only to understand concepts, not create content",Unsure/haven't thought about it much,Somewhat confident,Never,Not aware at all - they don't know I use AI,Unsure/haven't thought about it much,Nothing - I'm comfortable with my current AI use;,"No, never",Family members,I don't currently use AI tools,Not applicable - I don't use AI tools,Don't have reliable access to AI tools;,I do not use AI for school purposes. 
163,6/17/25 8:45:35,6/17/25 8:55:14,anonymous,,,Year 7,I have not used any AI tools for schoolwork;,Never,I have never used it;,I have never used it;,I have never used it,Very negative - prefer not to use them,Not confident at all,Always,Very aware - they know exactly how and when I use AI,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;,"No, never",Friends or classmates,I don't currently use AI tools,Not applicable - I don't use AI tools,Worried it might be considered cheating;,No
164,6/17/25 8:45:18,6/17/25 8:55:31,anonymous,,,Year 7,Language translation tools (e.g. Google Translate);,Rarely,Modern Foreign Languages;,to communicate with my Japanese exchange;Translating text between languages;,"Use AI only to understand concepts, not create content",Neutral - neither positive nor negative,"Unsure what ""effective and ethical"" means in this context",Rarely,It varies significantly between teachers,Neutral - neither positive nor negative,Nothing - I'm comfortable with my current AI use;Training on how to use AI tools effectively;,"Yes, but only once or twice",Friends or classmates,Personal devices at school,"Yes, they know and are supportive",Cost of premium AI services;Privacy concerns about my data;,no
165,6/17/25 8:47:12,6/17/25 8:56:04,anonymous,,,Year 7,ChatGPT;Microsoft Copilot;Photomath or similar math solvers;,Rarely," English/Literature;Mathematics;Sciences (Biology, Chemistry, Physics);", Getting help understanding difficult concepts;Checking my work for errors;Helping with research and finding information;Solving math problems step-by-step;,Use AI as a starting point and significantly modify the output,Very positive - they're extremely helpful,Somewhat confident,I'm not sure if I'm supposed to,It varies significantly between teachers,Unsure/haven't thought about it much,Clear guidelines on when AI use is acceptable;Learning about AI limitations and potential biases;Subject-specific guidance on appropriate AI use;,"Yes, but only once or twice",Friends or classmates,School devices/network,"Yes, they know but don't have strong opinions",Worried it might be considered cheating;School policies are unclear;,No
